%ename 
%prompt ?
%selkey 1234567890
%dupsel 10
%keyname begin
awuq 革命斗争
awuw 工作单位
awux 工作总结
awuy 工作效率
awv 芬
awvb 芬
awvf 共建
awvk 花絮
awvl 勤俭建国
aww 巫
awwb 共创
awwf 花会
awwh 恭候
awwi 巫
awwk 工作人员
awwm 工作作风
awwp 革命领袖
awwq 觋
awwt 工作任务
awwu 苁
awwx 革命化
awwy 革命传统教育
awx 花
awxb 花
awxc 工作经验
awxe 工作组
awxj 花费
awxw 恭维
awxx 工会组织
awxy 花纹
awy 蕉
awya 工作计划
awyb 共享
awyc 苓
awyd 共庆
awyf 共计
awyi 工作方法
awyj 劐
awyk 共识
awym 花市
awyn 芩
awyo 蕉
ax 药
axa 荭
axad 蕴藏
axaf 荭
axb 芎
axci 节约能源
axdg 药厂
axei 节约用水
axej 节约用电
axeo 节约用粮
axet 药用
axf 荮
axfc 苏维埃
axfu 荮
axg 莼
axga 薄弱环节
axgf 节约开支
axgn 莼
axgs 世纪末
axib 蕴涵
axj 蕴
axjl 蕴
axkk 药品
axow 节约粮食
axq 药
axqy 药
axsf 药材
axt 芗
axtr 药物
axwl 节约人力物力
axx 芘
axxb 芘
axxf 荜
axxr 蒈
axyj 药剂
axyy 药方
ay 芳
aya 蔗
ayaf 荒芜
ayaf 芦苇
ayao 蔗
ayay 花言巧语
ayb 芳
aybc 蓠
ayc 茺
aycq 茺
aydc 蔚为大观
aydr 荒原
ayfb 荒地
ayfh 荒坡
ayfn 菜市场
ayge 勘误表
aygf 卧床不起
aygr 萎靡不振
ayh 苄
ayhu 苄
ayia 荒漠
ayic 荒滩
ayii 蓄水
ayij 敬请光临
ayj 蔼
ayjf 荒野
ayjj 荠
ayjn 蔼
ayjs 芒果
ayk 蓑
ayke 蓑
aym 蒿
aymk 蒿
aymm 荒山
ayms 藁
ayn 芒
ayna 匾
aynb 芒
aynh 荒疏
aynq 荒
aynr 芦
ayp 葶
ayps 葶
aypt 匾额
ayrg 敬请批评指正
ays 蘑
aysd 蘼
ayt 蔟
aytd 蔟
aytj 芳香
aytk 蓄积
ayuj 蓄意
ayuy 荒凉
ayv 莨
ayve 莨
ayw 萃
aywf 茶话会
aywq 巧言令色
aywu 菸
ayx 蓄
ayxa 东方红
ayxl 蓄
ayxw 节衣缩食
ayxy 蕹
ayya 蓄谋
ayyn 荒谬
ayyt 荒诞
ayyv 荒唐
b 了
ba 陈
baau 职工工资
babw 职工队伍
bafw 陈规
bafy 职工教育
bagq 陈列
bahj 陈旧
bai 陈
baiy 陈
bant 职工收入
bapd 限期完成
baru 隔靴搔痒
basy 陈述
bati 孤芳自赏
bawg 职工代表
bawn 联营公司
bawo 联营企业
baww 职工代表大会
baym 陈设
bayo 陈迹
bayu 陈说
bayw 陈腐
bayx 出勤率
bb 子
bbb 子
bbbb 子
bbbi 子孙
bbc 陬
bbcy 陬
bbgn 耿耿于怀
bbgw 孜孜不倦
bbh 耶
bbhj 耳聪目明
bbpu 孤陋寡闻
bbrh 孺子牛
bbri 孙子兵法
bbrw 子孙后代
bbux 子弟
bbvv 子女
bbwu 孩子们
bbww 随随便便
bbxu 子弹
bbxx 隐隐约约
bc 取
bca 陉
bcag 陉
bcap 聂荣
bcbm 取出
bccm 颞
bccu 聂
bcet 取胜
bcff 取款
bcfh 取走
bchq 聚餐
bcii 取消
bcje 取暖
bcjw 联欢晚会
bclk 取回
bcnd 聚居
bcnu 取悦
bcqi 取乐
bcqk 取名
bcrd 聚拢
bcsf 取材
bcsu 取样
bct 聚
bctb 鄹
bcti 聚
bctj 取得
bctk 聚积
bctt 取笑
bcun 取决
bcut 聚首
bcuu 职能部门
bcv 娶
bcvf 娶
bcwa 取代
bcwf 聚会
bcwg 聚合
bcwk 取保
bcww 聚众
bcwy 聚集
bcxc 取经
bcxu 取缔
bcy 取
bcyg 取证
bd 承
bda 隋
bdae 隋
bdai 堕落
bdan 隳
bdbf 阳奉阴违
bddx 承袭
bde 随
bdef 堕
bdep 承受
bdfa 承载
bdfb 随地
bdfc 承运
bdfm 陇南
bdgt 联成一片
bdgw 联成一体
bdi 承
bdii 承
bdiv 承当
bdiy 随大流
bdj 陌
bdjf 随时
bdjg 陌
bdlw 承办
bdmg 随同
bdny 随心
bdpl 随军
bdqn 承包
bdrg 随后
bdrj 承担
bdrt 随手
bdru 承接
bdsm 随机
bdte 承租
bdtf 承德
bdtg 陌生
bdth 随处
bdtk 随和
bdtm 随身
bdtr 障碍物
bdtt 随笔
bdty 堕入
bdub 卫戍部队
bdud 随着
bduj 随意
bdvc 随即
bdvf 承建
bdwg 随便
bdwp 取而代之
bdws 出厂价格
bdww 随从
bdx 陇
bdxn 陇
bdya 承诺
bdyw 承认
be 阴
bebg 阻隔
bebw 阴险
becl 承受能力
bedj 阻碍
bedl 阴历
befa 阻截
befc 阴魂
befg 阴雨
befm 阻击
beg 阴
begd 阴天
begg 阻
behh 阻止
beip 阴沉
beju 阴暗
bejy 阴影
belt 阻力
bepf 阻塞
bera 阻挠
beri 阻挡
berm 聘用制
beru 阻拦
bese 阴极
bess 阴森
beuw 阴冷
beuy 阴凉
beya 阴谋
bf 际
bfaj 陵墓
bfbn 陈规陋习
bfbt 随声附和
bfd 孺
bfdj 孺
bffb 陆地
bffc 陆运
bffh 陡坡
bffw 孤零零
bfh 陡
bfhy 陡
bfi 际
bfiy 际
bfj 阱
bfjg 降雨量
bfjh 阱
bfkh 陆路
bflf 陵园
bfm 陆
bfmh 陆
bfmi 陡峭
bfpl 陆军
bfq 阮
bfqd 陡然
bfqn 阮
bfw 陵
bfwt 陵
bfww 承运人
bfxf 陆续
bfyt 出土文物
bg 卫
bgbw 卫队
bgd 卫
bgdy 卫戍
bgea 隔膜
bgeb 防不胜防
bgfd 出于无奈
bgfg 卫士
bgfh 了不起
bgga 隔开
bgh 耳
bghg 耳
bghh 耳目
bgiq 耳光
bgjq 卫冕
bgjt 卫星
bgk 隔
bgkh 隔
bgkk 陈列品
bglg 卫国
bglp 耳边
bgm 陋
bgma 降下帷幕
bgmn 陋
bgms 耳朵
bgnk 隔壁
bgnu 陋习
bgon 隔断
bgpg 聊天室
bgq 阢
bgqn 阢
bgrv 隔热
bgsg 陕西
bgtg 卫生
bgtj 了不得
bgu 陕
bguw 陕
bgux 陕北
bguy 隔阂
bgwn 出于公心
bgwq 也不例外
bgww 陋俗
bgxf 陷于绝境
bgxq 隔绝
bgyb 隔离
bgyg 耳语
bgyx 队列训练
bh 耻
bhc 陂
bhcw 陈旧观念
bhcy 陂
bhdf 耻辱
bhdq 除此而外
bhg 耻
bhgj 蚩
bhgu 耳目一新
bhi 陟
bhic 骘
bhit 陟
bhkg 阽
bhnq 除此以外
bhpq 除此之外
bhtt 耻笑
bhyg 承上启下
bi 孙
bib 函
bibb 孙子
bibk 函
biei 随波逐流
big 丞
bigb 卺
bigf 丞
bigr 孤注一掷
bihi 耳濡目染
bij 隙
bijg 降水量
biji 隙
bijn 函电
bijv 阳光明媚
bimq 函购
biov 函数
bip 逊
bipi 逊
bipw 陆海空
biqc 逊色
biqf 阿湖镇
bire 函授
biss 防沙林
bivv 孙女
biwr 函件
biy 孙
bj 阳
bjbf 随时随地
bjbi 防暑降温
bjcf 聪明能干
bjck 阳台
bjcw 卫星通信
bjdm 阴暗面
bjdp 随遇而安
bjdw 阳春
bjf 陧
bjfg 陧
bjft 聪明才智
bjfu 卫星地面站
bjg 阳
bjia 阳江
bjiq 阳光
bjm 隅
bjmy 隅
bjnt 阳性
bjri 阳泉
bjx 隰
bjxo 隰
bk 职
bkaa 职工
bkai 陨落
bkbg 随叫随到
bkc 亟
bkce 职能
bkcg 亟
bkdg 陨石
bkgm 职责
bkgq 防患于未然
bkh 聩
bkhm 聩
bkip 职掌
bkjg 出口量
bkkl 职别
bkkm 职员
bklg 出口国
bklq 出口转内销
bkm 陨
bkmm 孙中山
bkmy 陨
bkog 职业
bkpf 职守
bkpt 出口额
bkqj 出口贸易
bksc 职权
bktf 亟待
bktl 职务
bktq 职称
bkuk 出口商品
bkum 出口商
bkw 职
bkwi 出口创汇
bkwu 职位
bkwy 职
bkyh 耳听为虚
bl 阵
blap 阵营
blbb 孟子
blbl 阵阵
blef 阵脚
blf 孟
blfb 阵地
blfg 阵雨
blfp 出国考察
blge 隈
blgv 出力不讨好
blh 阵
bll 勐
blln 勐
blpw 阵容
blru 孟加拉
blrv 阵势
bltu 附加税
bltw 附加条件
blww 承办人
blxg 阵线
blxj 附加费
blyn 阵亡
blyu 出国访问
bm 出
bmaa 出工
bmak 出勤
bman 出世
bmbp 出院
bmck 出台
bmcn 出马
bmco 隔岸观火
bmdg 出厂
bmdm 出面
bmds 出奇
bmet 聘用
bmf 祟
bmfc 出去
bmff 出土
bmfg 聃
bmfh 出走
bmfi 出示
bmfm 出击
bmfn 出卖
bmfu 出境
bmg 聘
bmgf 出于
bmgk 出事
bmgm 出现
bmgn 聘
bmgo 出来
bmhk 出战
bmim 出没
bmiq 出逃
bmit 出海
bmk 出
bmkh 出路
bmkk 出口
bmlg 出国
bmlt 出力
bmlv 出轨
bmlw 出界
bmmm 出山
bmnn 聘书
bmnt 出发
bmo 粜
bmou 粜
bmpy 出神
bmqc 出色
bmqh 出外
bmqk 出名
bmrg 出兵
bmrt 出手
bmst 出格
bmsu 出榜
bmtd 出笼
bmte 出租
bmtg 出生
bmth 出版
bmtl 出血
bmtm 出身
bmtu 出乎
bmty 出入
bmud 出差
bmuq 出资
bmut 出产
bmuy 出门
bmwg 出使
bmwt 聘任
bmww 出众
bmwy 出售
bmxg 出线
bmxm 出纳
bmxq 聘约
bmya 出席
bmyg 聘请
bmyh 出让
bmyl 聘为
bmyt 出庭
bmyw 出诊
bmyy 出访
bn 也
bnbb 孔子
bnbq 联展联销
bnby 孑孓
bnfc 了却
bngf 取悦于
bngk 了事
bnh 了
bnhg 孑
bnhk 出发点
bnhn 也
bniw 孔雀
bnjg 也是
bnlf 也罢
bnn 孔
bnoq 聚乙烯
bnqe 了解
bnrw 随心所欲
bnsv 也要
bntf 也行
bntn 聊以自慰
bnuy 也门
bnvb 也好
bnwn 出以公心
bnxf 了结
bnyn 了望
bnyt 也许
bnyw 孔府
bo 耿
bofh 耿直
bofy 职业教育
bois 职业学校
bora 出类拔萃
bory 职业技术教育
boug 职业病
bout 职业道德
bowp 聚精会神
boy 耿
bp 辽
bpai 辽东
bpbb 院子
bpbj 辽阳
bpdg 随之而来
bpf 院
bpfq 院
bpfw 孤寡老人
bpgf 取之于
bpgn 取之不尽
bpgu 取之不尽用之不竭
bpid 辽源
bpif 阿富汗
bpim 防空洞
bpis 辽河
bpit 辽宁省
bpk 辽
bpnt 限定性
bpps 辽宁
bpq 耽
bpqn 耽
bprn 院所
bpru 耽搁
bprx 阿塞拜疆
bps 聍
bpsg 辽西
bpsh 聍
bpsu 院校
bpta 院长
bpui 辽阔
bpwv 聚宝盆
bpx 陀
bpxn 陀
bpyk 耽误
bq 隐
bqaa 隐匿
bqad 隐藏
bqai 陷落
bqat 承包工程
bqau 隐蔽
bqbf 陷阱
bqcg 阿尔巴尼亚
bqeg 阿尔及利亚
bqfd 聊城
bqft 承包者
bqga 隐形
bqgd 聊天
bqgf 陷于
bqgr 承包责任制
bqgt 险象环生
bqha 隐瞒
bqjt 隐晦
bqkk 隐患
bqn 孢
bqnn 孢
bqnu 了解情况
bqpd 陷害
bqr 陶
bqrm 陶
bqrq 出尔反尔
bqsg 陶醉
bqt 聊
bqtb 聊
bqty 陷入
bquc 陶冶
bqum 承包商
bquq 陶瓷
bqv 陷
bqvg 陷
bqvn 隐
bqww 承包人
bqxa 承包经营
bqxq 隐约
bqxr 承包经营责任制
bqyf 隐讳
br 孤
brad 孤苦
brc 孤
brcy 阪
brfa 附近地区
brg 隍
brgg 隍
brgm 出手不凡
brgw 承担责任
brnt 限制性
brpd 孤寡
brq 隗
brqc 隗
brqt 孤独
brsg 防护林带
brss 防护林
brt 陴
brtf 陴
bruj 孤单
bruu 孤立
brwn 孤僻
brwp 阿拉伯数字
brwr 阿拉伯
bryt 承担义务
bs 阿
bsal 职权范围
bsh 耵
bsit 陕西省
bsjf 阿里
bsjj 阿昌
bsk 阿
bskg 阿
bsnu 阿飞
bstf 阿根廷
bsvc 阿妈
bsvg 阿姨
bswq 阿爸
bsyy 随机应变
bt 降
bta 降
btah 降
btai 降落
btau 职务工资
btbb 出乱子
btbp 卫生院
btbt 隆隆
btbu 卫生防疫
btcl 防御能力
btd 聒
btdg 聒
btds 卫生厅
btf 阡
btfg 降雨
btfh 阡
btfu 出入境
btfv 降雪
btg 隆
btgc 降到
btgf 陲
btgg 隆
btgo 出版事业
bth 阼
bthf 阼
bthk 联系点
btii 降水
btij 降温
btil 出租汽车
btjt 降临
btkk 出入口
btlf 陷入困境
btlg 出租车
btlw 出版界
btmn 出自内心
btnn 卫生局
btnt 防御性
btog 出版业
btot 联系业务
btpb 联系实际
btpt 取长补短
btpu 取得实效
btpy 出版社
btrb 隆重推出
btre 出生年月
btrg 随身携带
btrn 卫生所
btsi 防微杜渐
btsm 随处可见
btsy 防身术
bttg 隆重
bttr 出版物
bttu 隆冬
bttw 卫生条件
btuj 卫生间
btuk 卫生部
btum 出版商
btuo 出乎意料
btuw 出版单位
btvw 联系群众
btwk 随行人员
btwq 降低
btww 降价
btxe 降级
btxx 卫生组织
bty 孜
btyp 职称评定
btyr 承先启后
btyx 出生率
bu 联
buag 陪葬
buap 联营
bubq 阴差阳错
bubr 联产承包责任制
bubw 联队
buby 联防
bucq 联欢
bud 联
budd 联大
budh 聪慧
budj 障碍
budt 联邦
budy 联
bue 隧
buep 隧
bufc 联运
bufd 出头露面
bufr 孤立无援
bugf 取决于
buhh 耳闻目睹
buim 隧洞
buj 障
buje 聪明
bujg 出问题
bujh 障
buk 陪
bukg 陪
bukn 聪
bumg 陪同
bumq 联网
buna 联展
bunr 陶冶情操
bunt 随意性
bupf 联赛
bupj 陪审
bupl 联军
bupu 陪衬
buqk 联名
burg 子弟兵
burt 联手
buru 联接
bush 联想
busm 联机
butx 联系
buud 陪送
buuh 防疫站
buut 隧道
buvl 联姻
buw 隘
buwg 联合
buwl 隘
buwu 陪伴
buxf 联结
buxt 联络
buya 联席
buyn 联户
buyp 联谊
buyr 承前启后
bv 限
bvad 限期
bve 限
bvey 限
bvfq 隐姓埋名
bvgf 限于
bvjf 限时
bvjg 限量
bvpg 限定
bvpt 限额
bvri 了如指掌
bvrm 限制
bvut 限产
bvww 限价
bvwy 限令
bvya 限度
bw 队
bwai 坠落
bwaj 除草
bwau 联合攻关
bwbb 出岔子
bwbe 险阻
bwbn 除了
bwdc 队友
bwde 附有
bwdj 除非
bwds 降低成本
bwet 险胜
bwf 附
bwfb 险地
bwfc 除去
bwff 坠
bwfj 联合声明
bwfu 险境
bwfy 附
bwg 险
bwga 队形
bwge 附表
bwgi 险
bwgk 附带
bwgm 险遭
bwgn 取信于民
bwgo 险恶
bwgq 队列
bwhh 附上
bwhx 险些
bwic 险滩
bwid 降低消耗
bwif 除法
bwiy 附注
bwj 阶
bwjh 阶
bwjr 联合早报
bwkh 附中
bwkm 队员
bwkr 聆听
bwlg 联合国
bwlk 附加
bwlu 联合国总部
bwlw 联合国安理会
bwmc 险峻
bwmj 附则
bwmt 险峰
bwnf 阶层
bwng 险情
bwnt 附属
bwpd 除害
bwqh 除外
bwqk 除名
bwqt 除夕
bwrg 附后
bwrm 聘任制
bwrp 附近
bwsu 阶梯
bwsv 险要
bwt 除
bwta 队长
bwtf 联合行动
bwtk 附和
bwtr 聚合物
bwty 除
bwud 附着
bwuk 队部
bwuo 出人意料
bwva 坠毁
bwvi 附录
bwwd 阶段
bwwf 联合会
bwwg 队伍
bwwn 联合公司
bwwo 联合企业
bwwr 附件
bwws 联合体
bwxa 联合经营
bwxe 阶级
bwxx 联合组织
bwy 队
bwyc 聆
bwym 附设
bwyt 队旗
bwyv 附庸
bx 陛
bxcr 阶级矛盾
bxde 阶级友爱
bxfy 阶级教育
bxgh 陛下
bxgo 联绵不断
bxin 阶级觉悟
bxix 联络小组
bxkm 联络员
bxnt 阶级性
bxpw 阶级社会
bxsc 出线权
bxuf 阶级立场
bxuh 联络站
bxuk 联络部
bxx 陛
bxxf 陛
by 防
byai 防范
byaq 防区
byat 出谋划策
bybb 孩子
bybg 防卫
bydb 阿谀奉承
byfd 防震
byft 出谋献策
bygx 防毒
byhh 防止
byi 孓
byia 防洪
byic 防治
byif 防潮
byii 防水
byin 防汛
byjf 防暑
byjy 也就是说
bymq 防风
byn 防
bynw 孩
bynw 陔
byoo 防火
bype 阴谋家
bypf 防守
bypo 防灾
bypw 防空
byqy 承认错误
byry 防护
bytl 防备
bytm 防身
bytr 防御
byug 防病
byuj 出主意
byum 防疫
byuq 防盗
bywf 联谊会
byww 出席人
bywy 联席会议
byxg 防线
byyw 防腐
byyy 阴谋诡计
c 以
ca 戏
caaa 能工巧匠
caad 颈项
caae 驱散
caaf 巴勒斯坦
cabp 戏院
cabw 驱除
cace 骁勇
cad 颈
cadm 颈
cadu 艰苦奋斗
cadw 骐
caep 驱逐
cafc 驱动
cafh 驱赶
caga 戏弄
cahx 艰苦卓绝
caj 弁
cajh 刭
cal 劲
calg 驱车
caln 劲
cama 戏曲
camm 马鞍山
cand 戏剧
cant 艰巨性
cap 迳
capd 迳
caq 驱
caqy 驱
casg 艰苦朴素
cat 戏
catd 劲敌
catq 骁
caud 劲头
cawg 驱使
cawo 艰苦创业
cay 巯
cayq 巯
cayt 劲旅
cb 邓
cbaa 双职工
cbad 预期
cbby 预防
cbc 骤
cbci 骤
cbcm 驰骋
cbd 预
cbdg 预感
cbdm 预
cbfc 预支
cbfi 预示
cbgi 欢聚一堂
cbh 邓
cbim 预测
cbip 预演
cbiq 预兆
cbj 予
cbjt 牟取暴利
cbkd 柔顺
cblq 柔软
cbmq 预见
cbn 驰
cbna 预展
cbnd 豫剧
cbnu 预习
cbny 予以
cbou 预料
cbpf 预赛
cbpg 预定
cbpj 预审
cbpy 预祝
cbq 豫
cbqd 骤然
cbqe 豫
cbqk 驰名
cbqy 预留
cbrb 预报
cbrf 矛盾
cbrm 预制
cbrv 预热
cbsh 预想
cbt 矛
cbtc 骛
cbtf 预先
cbtf 预告
cbtf 预选
cbtg 鹬
cbtg 鹜
cbth 预算
cbth 瞀
cbtj 蟊
cbtj 蝥
cbtk 柔和
cbtl 预备
cbtn 矜
cbtq 鍪
cbtr 矛
cbts 柔
cbtv 婺
cbud 矛头
cbut 柔道
cbwf 预付
cbwv 预分
cbwy 预售
cbxq 预约
cbxu 柔弱
cbya 预谋
cbyf 预计
cbys 预订
cbyy 预言
cc 双
ccbb 艰难险阻
ccc 又
cccc 又
cccf 垒
cccg 叠
cccm 颡
cccn 骏马
cccs 桑
ccd 骖
ccde 骖
ccdo 熊熊大火
ccef 双脚
ccey 又及
ccf 驿
ccfc 骚动
ccff 欢欢喜喜
ccfh 驿
ccfk 双喜
ccgg 又一
cchh 马马虎虎
ccjg 又是
ccjj 双日
cck 骀
cckg 骀
ccla 艰难困苦
cclf 参观团
cclp 双边
cclv 双轨
ccnf 双层
ccoo 熊熊燃烧
ccov 双数
ccqj 对台贸易
ccrd 骚扰
ccre 双拥
ccrn 参观指导
ccrs 双打
ccrt 双手
ccru 双拼
ccsk 难能可贵
ccsv 又要
cctd 骚乱
cctg 双重
cctm 双向
ccud 双关
ccus 双亲
ccvk 又如
ccw 骏
ccwg 桑拿
ccwt 骏
ccww 双份
ccy 驭
ccyh 驻马店
ccyj 骚
ccyn 双肩
ccyy 双方
cd 参
cdbp 参院
cdcb 参预
cdcm 参观
cdcn 骑马
cdd 叁
cddf 叁
cde 参
cden 毵
cder 参
cdff 骑墙
cdft 参考
cdgh 参政
cdgn 参与
cdgp 鸡犬不宁
cdhk 参战
cdiq 骄奢淫逸
cdjv 参照
cdkw 马大哈
cdl 畚
cdlf 马克思主义者
cdlg 骑车
cdlk 参加
cdln 马克思
cdly 马克思主义
cdmq 参见
cdna 参展
cdnh 双丰收
cdov 参数
cdpf 参赛
cdpl 参军
cdpy 对大家来说
cdrd 参拜
cdrg 骑兵
cdrh 参看
cds 骑
cdsk 骑
cdtf 参赞
cduu 参阅
cdy 驮
cdya 参谋
cdyq 双百方针
cdyy 参议
ce 能
cebp 通辽
cedf 勇夺
cedi 能耗
cedm 能耐
cedp 通达
ceec 双胞胎
ceeg 通县
ceet 通用
cefc 能动
cefg 勇士
cefj 双月刊
cefp 通过
ceft 能者
ceg 驵
cegf 勇于
cegg 驵
cegi 能否
cegk 通融
cehh 能上
ceid 能源
ceip 通常
cej 甬
ceja 通晓
ceje 通明
cejg 能量
cejh 通畅
cejn 通电
cekd 通顺
cekh 通路
cekq 通史
cel 勇
celb 勇
celg 通车
celk 通辑
celt 能力
cemb 通邮
cemj 通则
cemq 通风
cen 恿
cenb 勇敢
cent 通用性
cenu 恿
cep 通
cepi 通宵
cepk 通
ceqk 能够
ceqt 勇猛
ceqt 熊猫
cerb 通报
cern 勇气
cert 能手
cesf 通票
cetd 通知
cete 通航
cetf 通告
cetf 通行
ceth 通牒
cetm 通向
cetq 通称
cety 通往
ceug 通病
ceum 通商
ceut 通道
cevq 通婚
cewt 通途
ceww 通俗
cewx 通货
cewy 通信
cex 能
cexk 通缉
cexo 熊
cexx 能
ceyf 通读
ceyl 能为
ceym 熊市
ceyn 通讯
ceyt 通话
ceyu 能说
ceyw 通夜
cf 对
cfbb 对子
cfbl 对阵
cfbu 对联
cfca 双增双节
cfcc 对垒
cfdm 对面
cff 圣
cffb 圣地
cffp 对过
cfga 对开
cfgf 对于
cfhx 对此
cfif 圣洁
cfin 通过学习
cfit 参考消息
cfiy 对流
cfjc 圣贤
cfjg 对虾
cfjp 通过鉴定
cfju 双喜临门
cfjv 对照
cfkh 对路
cfkk 驱动器
cfmd 对岸
cfmf 对峙
cfmw 对内
cfn 怼
cfnn 参考书
cfnt 能动性
cfnu 怼
cfoo 圣火
cfov 对数
cfqa 能者多劳
cfqf 双塘镇
cfqh 对外
cfqj 对象
cfrf 对质
cfrt 对手
cfru 对接
cfry 对抗
cftd 对敌
cftf 对待
cftg 对策
cftq 对称
cfty 欢声笑语
cfuf 对半
cfuo 参考资料
cfuu 对立
cfuw 对准
cfuy 通过决议
cfwf 对付
cfwj 对偶
cfwx 对华
cfxc 圣经
cfxj 圣旨
cfxx 对比
cfy 对
cfyf 对讲
cfyg 对证
cfyi 对应
cfyj 能者为师
cfym 对调
cfyt 对话
cfyy 对方
cgaw 马列著作
cgce 能不能
cgda 马到成功
cgff 欢天喜地
cgfh 对不起
cgft 参与者
cgm 骊
cgmy 骊
cgsg 马来西亚
cgtj 巴不得
cgwk 马不停蹄
cgwy 对不住
cgyg 参政议政
cgys 马列主义毛泽东思想
cgyy 马列主义
chcg 能上能下
ciao 能源工业
cign 台湾事务管理局
cigp 台湾事务办公室
cigu 邓小平
cigy 邓小平理论
ciin 台湾当局
ciit 台湾省
cime 台湾同胞
cimw 台湾同胞联谊会
cinj 台湾民主自治同盟
ciuh 观测站
ciuk 能源部
civy 能源建设
ciwy 能源供应
cjpt 参照实行
cjs 骒
cjss 对照检查
cjsy 骒
ck 台
ckaa 怠工
ckb 邰
ckbh 邰
ckbu 台联
ckbw 台阶
ckeb 驯服
ckeq 台胞
ckf 台
ckfn 欢呼声
ckgf 台球
ckgh 台下
ckh 驯
ckhh 台上
ckia 台港
ckiy 台湾
ckje 台盟
ckkh 台中
ckmq 台风
ckn 怠
cknj 怠慢
cknt 台属
cknu 怠
cko 炱
ckou 炱
ckp 迨
ckpd 迨
ckq 驶
ckqt 台独
ckqy 驶
cktk 欢蹦乱跳
cktm 台币
ckty 对号入座
ckue 台前
ckux 台北
ckwx 驯化
ckyn 台词
ckyt 台州
cl 劝
claa 劝戒
claw 参加革命
clbe 劝阻
clft 参加者
clg 驷
clhh 劝止
clmm 双鸭山
cln 劝
clnf 劝导
clqe 劝解
clqj 双边贸易
clqk 劝勉
clrm 双轨制
cltf 劝告
cltk 劝和
cltx 双边条约
clut 双边关系
clve 劝退
clww 双边合作
clwy 双边会谈
clx 骡
clxi 骡
clyt 劝诱
clyu 劝说
cm 观
cmg 骋
cmgn 骋
cmhh 观止
cmhk 观点
cmim 观测
cmip 观赏
cmiq 观光
cmnt 预见性
cmpw 观察
cmq 观
cmqn 观
cmrh 观看
cmri 对内搞活
cmrw 通风报信
cmuj 观音
cmww 观众
cmwy 观念
cmya 能见度
cmyn 观望
cmys 观摩
cn 马
cnaf 马鞍
cnap 难民营
cnb 骣
cnbb 骣
cnca 马戏
cncw 能屈能伸
cndg 通情达理
cndp 马达
cnff 预收款
cnfh 予以考虑
cngq 马列
cnh 巴
cnha 马虎
cnhh 马上
cnhn 巴
cnjf 马里
cnkh 马路
cnlg 马车
cnlt 马力
cnlw 难以置信
cnn 马
cnng 马
cnnq 难以避免
cnnr 鸡飞蛋打
cnnt 戏剧性
cnpd 难以完成
cnpf 马赛
cnpr 予以安排
cnqu 难以解决
cnrt 验收报告
cnsc 马桶
cnsg 巴西
cnsq 难以想象
cntq 巴黎
cnxf 巴结
cny 厶
cnyn 巴望
cp 驼
cpdj 通宵达旦
cpft 参赛者
cpkm 观察员
cppe 观察家
cptw 参军入伍
cpux 驼背
cpx 驼
cpxn 驼
cq 允
cqal 驰名世界
cqb 允
cqbc 欢聚
cqbx 对外联络
cqcw 难解难分
cqdf 对外友协
cqdw 对外友好协会
cqeu 欢腾
cqfk 欢喜
cqfn 欢声
cqgd 欢迎惠顾
cqgt 对外政策
cqgy 对外开放
cqij 欢迎光临
cqjh 欢畅
cqk 驹
cqkg 驹
cqkq 驰名中外
cqkt 欢呼
cqlk 驳回
cqnh 鸡蛋
cqnn 欢快
cqny 欢心
cqpj 欢宴
cqq 驳
cqqb 欢迎
cqqi 欢乐
cqqj 对外贸易
cqqw 对外贸易经济合作
cqqy 驳
cqre 对外援助
cqrq 欢欣
cqru 对外投资
cqry 驳斥
cqsg 鸡西
cqte 驳船
cqtt 欢笑
cqud 欢送
cqut 对外关系
cqv 驺
cqvg 驺
cqw 欢
cqwa 欢迎仪式
cqwf 欢迎会
cqwg 驳倒
cqwq 驻外使馆
cqwy 欢
cqxi 对外经济
cqxj 对外经济贸易
cqxq 对外经贸
cqxu 对外经济贸易部
cqxx 巴解组织
cqy 鸡
cqya 允诺
cqyd 欢庆
cqyg 鸡
cqyl 骝
cqyn 欢迎词
cqyt 允许
cr 牟
crbc 牟取
crff 巴拉圭
crfr 欢欣鼓舞
crh 牟
crhj 牟
criw 矛盾激化
crln 矛盾加剧
crnt 对抗性
croq 马后炮
crpf 对抗赛
crry 通报批评
crsw 马拉松
crtj 牟利
crtr 勇挑重担
csbb 台柱子
csf 骠
csfi 骠
cssj 通栏标题
csur 能歌善舞
ct 矣
ctbj 骄阳
ctcp 骆驼
ctd 矣
ctdj 骄
ctdu 矣
ctfb 通行无阻
ctfh 对得起
ctfp 预算赤字
ctfu 勇往直前
ctgy 对我来说
ctk 骆
ctkg 骆
ctl 骢
ctln 骢
ctmq 预算内资金
ctmw 预算内
ctnn 通知书
ctpf 预选赛
ctqh 预算外
ctqq 预算外资金
ctrn 骄气
ctte 双季稻
cttm 预备役
cttr 双向选择
cttw 双重身分
ctui 双向交流
ctwg 骄傲
ctwn 双重领导
ctwy 预备会议
ctyg 双管齐下
cua 骈
cuah 骈
cudm 对立面
cuga 对症下药
cugy 参差不齐
cuij 巴彦淖尔盟
cux 骥
cuxg 对立统一
cuxw 骥
cuyg 双关语
cuym 台北市
cuys 巴音郭楞
cuyu 难道说
cuyw 马前卒
cv 艰
cvad 艰苦
cvan 艰巨
cvbw 艰险
